text,label
more than 150 volunteers spent the night in survival camps to highlight the plight of refugees this winter,1
more than 150 volunteers spent the night in'survival camps'to highlight the plight of refugees this winter,1
francis visited a refugee centre to wash and kiss the feet of muslim orthodox hindu and catholic refugees,1
pope francis visited a refugee center to wash and kiss the feet of muslim orthodox hindu and catholic refugees,1
""" With huge shortages of funding and wide gaps in the global regime for protecting victims of war , people in need of compassion , aid and refuge are being abandoned , "" said Guterres .",1
homelessness affects all types of people - individuals and families young and old and ffp is adamant that every person deserves a place to rest his head and protect their families from the elements and other hazards of homelessness,1
homelessness affects all types of people - individuals and families young and old and ffp is adamant that everyone deserves a place to rest their heads and protect their families from the elements and other hazards of homelessness,1
Daily discrimination facing the disabled in everyday life <h> I hope to be the Rosa Parks of the disabled community <h> Get daily news by email,1
trump says he wants 25 billion to build a border wall and would like to give citizenship to illegal immigrants that were brought to the united states as children,1
trump says he wants 25 billion to build a border wall and is open to granting citizenship to illegal immigrants brought into the united states as children,1
the town is pursuing an ambitious plan to offer recreational classes to the homeless in activities such as yoga and tai chi,1
the city is undergoing an ambitious plan to offer a variety of exercise classes to the homeless,1
the city is preparing to offer the homeless recreation classes in activities like yoga and tai chi,1
the city is implementing an ambitious plan to offer recreational classes to homeless in activities like yoga and tai chi,1
the city is currently working on an ambitious plan to provide recreation classes in activities like yoga and tai chi to the homeless,1
the city is in the midst of an ambitious plan to offer recreation classes like yoga and tai chi to homeless,1
the city has an ambitious plan to offer recreation classes in activities like yoga and tai chi to the homeless,1
the city is in the midst of an ambitious plan to offer recreational classes in activities such as yoga and tai chi to homeless,1
the city is in the midst of an ambitious plan to offer recreation classes in activities like yoga and tai chi to the homeless,1
"I 'm sorry to say that the average Nigerian woman is so much afraid of losing the grounds she has gained . This is unlike the men , who , when they climb up , leave the ladder for other men to climb same ladder to come and meet them there . The average Nigerian woman climbs the ladder and uses her left foot to push the ladder down . It 's unfortunate . You know why ? She lacks confidence in herself . Only a few women leaders ever think that once they are up there , no matter how they open doors for others , no other woman will come bring them down . That is the reason why a Nigerian woman today will have so much and will still have friends dying of lack .",1
a video of a fast food employees feeding a disabled person who was unable to do so himself went viral on social media,1
a video by a fast food employee has gone viral on social media after he fed a disabled person who was unable to do so himself,1
naijcom has seen a video of a man who went viral after he showed an act of kindness to a disabled man,1
naijcom has come across a video which went viral after a man was filmed feeding a disabled man who was unable to do so himself,1
residents of poranu kotuwa deprived of healthy and independent lives in normal weather conditions are facing a truly hopeless future,1
the residents of poranu kotuwa deprived of healthy and independent lives in normal weather conditions are facing a truly hopeless future,1
the residents of poranu kotuwa who were deprived of healthy and independent lives in normal weather conditions face a truly hopeless future,1
the residents of poranu kotuwa who were denied healthy and independent lives in normal weather conditions are facing a truly hopeless future,1
the residents of poranu kotuwa who were deprived of healthy and independent lives under normal weather conditions are facing a truly hopeless future,1
residents of poranu kotuwa who were deprived of healthy and independent lives in normal weather conditions are facing a truly hopeless future,1
the residents of poranu kotuwa who were deprived of healthy and independent lives in normal weather conditions are facing a truly hopeless future,1
News <h> Rescuing the mentally ill <h> CUMI provides hope for many in need of rehabilitation,1
he said the 1997 eye clinic gave sight to the blind and hope to the hopeless,1
he said that the eye clinic started in 1997 gave sight to the blind and hope to the hopeless,1
""" Guinness World Record of 540lbs of 7-layer munchy monstrosity , "" he tweeted . "" Delivered immediately to LA 's Midnight Mission for the homeless . A good day . """,1
after winning a huge casino mario balotelli gave a homeless man 1000 pa,1
""" The people of Khyber Pakhtunkhwa are resilient . I did not see hopelessness on any face , "" he said .",1
""" Then , driving past the queue of homeless people I just thought something is not right here . It really struck me the contrast between those who had comfortable homes and those who had nothing . """,1
""" The commitment of Christians in this field is as urgent today as in the past . Just look at the past century , we remember the wonderful figure of St. Frances Cabrini , who dedicated her life together with her companions to migrants to the United States of America . Today too we need similar witness so that mercy can reach many in need . It is a commitment that involves everyone , without exception . Dioceses , parishes , institutes of consecrated life , associations and movements , as well as individual Christians , we are called to welcome the brothers and sisters fleeing war , famine , violence and inhumane living conditions . All together we are a great strength of support for those who have lost home , family , work and dignity . """,1
"But what is most striking about Mr. Trump 's answer is the bleak picture he pains of inner-city America and black life : poverty , gun violence , poor education and hopelessness .",1
housing minister grant shapps said'the plight of homeless people should be on our minds all year round - not just at christmas,1
housing minister grant shapps said  the plight of homeless people should be on our minds all year round - not just at christmas,1
housing minister grant shapps said 'the plight of homeless people should be on our minds all year round - not just at christmas,1
housing minister grant shapps said 'the plight of homeless people should be on our minds all year round - not just at christmas ',1
housing minister grant shapps said  'the plight of homeless people should be on our minds all year round - not just at christmas ',1
"De Guzman said that , more than being a requirement of the law , creating an action plan should be a moral responsibility : "" Non-action on climate and disaster risks is a social sin and a form of injustice to the poor and the most vulnerable . """,1
New start-up The Monthly Cois raising money to roll out a subscription service where women can order 100 per cent cotton tampons online and have them delivered to their doorstep . Every purchase will see a box of tampons donated to a women in need .,1
"Speaking about the third verb Promoting , the Holy Father notes that "" many migrants and refugees have abilities , such as their ability to work . He goes on to encourage a determined effort to promote the social and professional inclusion of migrants and refugees , guaranteeing for all the possibility of employment , language instruction and active citizenship .",1
"For the willing and able men and women roaming on our streets in dire need of employment , for the children roaming the streets in our towns and villages due to unavailability of educational infrastructure , for the thousands of lives that are lost each day due to poor healthcare delivery , for the thousand more who go hungry and homeless on our streets , for all the lost dreams , and for the lives lost , this is our plea .",1
"Salina Hayat Ivy , Mayor of Narayanganj City Corporation said : "" Political party leaders should consider us as human beings rather than as women . If men changed their perspectives towards women , then we would have achieved success . """,1
"Altho the ways in which he disappeared remains a mystery , what is not a mystery is the dedication Bruno had towards helping the Penan people . His passion to help those in need should be an inspiration to us and his goals could still be achieved if we come together to help shed light on the plight of the Penan people and the extent of the devastation of the environment in Sarawak .",1
i suddenly had the urge to look for a filipino family living on the streets and give them a helping hand i'm talking about people forced into homelessness by poverty,1
i suddenly had the urge to look for a filipino family living on the streets and give them a helping hand i'm talking about people who are forced into homelessness by poverty,1
"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",1
gates launched a campaign to help extremely poor families in sub-saharan africa in june this year by giving them 100000 chickens,1
in june this year gates launched a campaign to help severely poor families in sub-saharan africa by giving them 100000 chickens,1
in june this year gates launched a campaign to aid extremely poor families in sub-saharan africa by giving them 100000 chickens,1
in june this year gates launched a campaign to help extremely poor families in sub-saharan africa by giving them 100000 chickens,1
""" Another recent accomplishment is the return in an orderly , dignified and safe manner of 34,052 Burundian refugees from Mtabila camp , allowing for its closure , "" she said .",1
"Not everyone would want to spend their special day extending help to the people who are less fortunate , and Soberano is an exception . Back in 2015 , the 19-year old actress chose to celebrate her 18th birthday early , giving back all the blessings she received for the year . If reaching out to those in need is in her nature , then it would n't be so hard for Soberano to come up with an advocacy that she will bring to the Miss Universe . <h> 2 . When she attends Star Magic Ball",1
every time dr khan visits his parents in the nearby town of jhelum a line of patients appears outside his house several of them poor families with desperately ill children,1
i believe that poor children must be supported after all the students are 100 correct -- education is the only tool that can get them out of poverty,1
i believe that children from poor families should be supported after all students are right -- education is the only tool that will take them out of the curse of poverty,1
therefore i believe children from poor families have to be supported after all the students are correct - education is the only tool that will take them out of the curse of poverty,1
this is why i believe children from poor families should be supported after all the students are 100 correct - education is the only tool that will take them out of the curse of poverty,1
help the homeless to get back to life through inquiry,1
call for hope for the homeless through inquiry,1
call to restore hope to the homeless through inquiry,1
call to restore hope for the homeless through inquiry,1
"As a member of Care of Hope , Barnett provides food for the street people catered to by the foundation on a regular basis . She , however , does n't mind having to cook to feed the homeless and the needy she said , because this is basically something that is already up her alley .",1
drew harris has been driven by a commitment to protect the most vulnerable in our community he said,1
according to psni chief constable george hamilton  drew harris is driven by a commitment to protect the most vulnerable in our community,1
pni - chief constable george hamilton said drew harris is driven by a commitment to protect the most vulnerable in our community,1
psni's chief constable george hamilton said drew harris was driven by a commitment to protect the most vulnerable in our community,1
- psni chief constable george hamilton said drew harris was driven by a commitment to protect the most vulnerable in our community,1
psni chief constable george hamilton said drew harris has been driven by a commitment to protect the most vulnerable in our community,1
psni chief constable george hamilton said  drew harris has been driven by a commitment to protect the most vulnerable in our community,1
"He was born HIV-positive . He 's healthy , but when Sasha met him , volunteering at an orphanage , he weighed half as much as a 3&amp;#xBD ; year-old boy should , and his hair was falling out . The only word he knew was Russian for "" Do n't do that . "" The nurses told Sasha not to touch him . Not because of the HIV . It was love they were concerned with . If he received any , he 'd want more , and none would be forthcoming . He was aging out of the ward , and now they were going to send him to another one , more hopeless still , where he would be thrown in with lost causes of all ages . And there he would remain , as long as he remained .",1
"On the pretext of "" getting to know how the other side of the world lives , "" they initially shared accommodation free of charge with poor families . After befriending the parents , they craftily sought permission to "" adopt young girls and boys , "" to take to Western countries , making philanthropic approaches and finally exporting young kids to foreign lands . In many cases , such children were forcibly made sex slaves or pornographic ' film actors ' !",1
we focus on the value of each and every homeless person our message to every homeless person is that you are worth more than a million stars,1
our message to all homeless people is that you are worth more than a million stars and that we focus on the value of every person,1
our message to all homeless people is that you're worth more than a million stars and we focus on the value of every single person,1
our message to every homeless person is that you're worth more than a million stars and we focus on the value of every single person,1
""" We beg the Niger Delta Avengers to think about the plight of children in conflict situations . We need to see laughter of children but how can be a reality when they are forced to live in refugee camps . We need government to guarantee our rights and welfare , "" they stated .",1
"Last year , the Star of Yahweh Covenant Community ( SYCC ) did their charity work for underprivileged families and this year , on December 10 , once again they did the same act of kindness by inviting other church members to bring the joy of Christmas to these families . It was a lovely , communal way for them to gather and donate to people in need .",1
he said his decision to help those in need did not benefit him personally but rather such assistance was being given by all the employees of the group '' in one way or another all of us have been helping those in need,1
"I wanted to humanise personal stories hoping people would take notice of the breadth and complexity of children seeking refuge . I was totally committed to taking every chance to put a human face to children refugees and to deliver a fresh and unique photography . """,1
""" There are people who are struggling to make ends meet and it just seems ironic that in a country like Australia where we are so blessed with so much land and so much fertile country that we 're not able to get the food to people in need . "" <h> Feeding Sydney 's west",1
"The only force capable of stopping them is the poverty-stricken 99% below . But in their poverty , they are Hausa , Yoruba , Igbo , Ijaw , Igbira , Tiv , Idoma ; in their hopelessness , they are Moslems and Christians , too ignorant to understand that those divisions do n't exist in the class above their heads .",1
"From his personal story and real-life encounters with poor families , manpower correspondent Toh Yong Chuan suggested shifting the focus from poor parents who repeatedly make bad decisions to their children ( "" Lifting families out of poverty : Focus on the children ; last Thursday ) .",1
thus the education - labour market connection is characterised by a vicious circle whereby poor children obtain poor quality education which in turn limits their participation in the economy and obstructs the next generation's efforts to get a good education our research,1
thus the education - labor market connection is characterised by a vicious circle whereby poor children obtain poor quality education which in turn reduces their participation in the economy and obstructs the next generation's efforts to get a good education our research has identified low-quality education,1
""" If a single human being is rendered homeless and forced to live in the street in any country , it is shame to the people of that country , "" he adds .",1
""" This nostalgia of homelessness is the fate of my generation and tribe . I am not the only one walking on this pathway of anguish , a whole caravan of wounded souls is walking with me . "" ( Ashfaq Ahmed )",1
"Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . "" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , "" she maintained .",1
it is worth noting that 23 children from vulnerable families benefit from the scholarship awards from our organization including 3 in pre-school and 20 at sos primary school,1
it is worth noting that 23 children from vulnerable families benefit from scholarship awards from our organization including 3 in pre-school and 20 at the sos primary school,1
it is worth noting that 23 children from vulnerable families in the community benefit from scholarship awards from our organization including 3 in kindergarten and 20 at the sos primary school,1
it is worth noting that 23 children from vulnerable families in the community benefit from scholarships awarded by our organization including 3 in the pre-school and 20 at the sos primary school,1
it is worth noting that 23 children from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 in sos primary school,1
it is worth noting that 23 children coming from vulnerable families in the community benefit from scholarships from our organization including 3 at pre-school and 20 at sos primary schools,1
a woman behind a charity that helps women in need by providing personal hygiene products says no woman should ever go without,1
a woman who supports a charity dedicated to providing women with personal hygiene products says no woman should be forced to go without,1
a woman behind a charity that helps women in need with personal hygiene products says no woman should be forced to go without,1
a woman behind a brisbane charity that provides women in need with personal hygiene products says no woman should ever be forced to go without,1
a woman behind a charity which supports women in need with personal hygiene products says no woman should ever be forced to go without,1
a woman behind a charity that provides women in need with personal hygiene products says no woman should ever be forced to go without,1
""" He must have thought : ' I do n't want to do this anymore ' . "" Isaac was a child beaten down and feeling hopeless .",1
"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .",1
adityanath said uttar pradesh had scored first in the implementation of the pradhan mantri awas yojana,1
"Thankfully , while Krishna Tulasi ca n't entirely escape from the trope of disabled persons with hearts of gold , it manages to do better than many previous films with disabled protagonists .",1
"Since the publication of the book , I have been stunned to hear from so many people who have suffered the degradation of homelessness . I remember one particularly heartbreaking account from a woman who was living in a car with her daughter . I received so many stories from men and women of all ages that I wondered how far we have left our judgmental attitude behind . Because when we elevate our compassion , it leads to action to solve the problem .",1
""" God bless the victims , all those people and their poor families , and I feel so sorry but I want to tell them it was n't my son who did this , it was a different Seifeddine .",1
in recognition of their continued dedication and charitable sacrifice to help all those in need through mutual help true comradeship and sound memory over the past 90 years the moths of the better'ole shellhole will stand proudly at attention as a guard of honour and sen,1
this year in recognition of their ongoing dedication and charitable sacrifice to help all those in need through mutual help true comradeship and sound memory over the past 90 years the moths of the better'ole shellhole will stand proudly to attention for the duration of this year's wayside,1
in recognition of their ongoing dedication and charitable sacrifice to help all those in need through mutual help true comradeship and sound memory over the past 90 years the moths of the better ole shellhole will stand proudly to attention as guard of honour and sentries for the duration of this year ,1
this year in recognition of their ongoing dedication and charitable sacrifice to help all those in need through mutual help true comradeship and sound memory over the past 90 years the moths of better'ole shellhole will stand proudly to attention as guard of honour and sentries for the duration of this,1
The Cape Argus has launched a new collaborative editorial initiative called #TheDignityProject -- a 15-part daily series about the homeless people of Cape Town . Homeless person Danny Oosthuizen will be writing a daily column for the duration of the project . Read the fourth entry in Danny 's Diary below ...,1
"Hope and try to understand the blackness , hopelessness , the cloudy lethargy and sadness drizzled with loneliness that they are going through .",1
iain duncan-smith made his feelings about benefits claimants clear  poor families will be given pre-paid cards with payment to make sure they spend the money on food rather than their self-destructive habits,1
iain duncan-smith has made his feelings about the claimants clear  poor families will be given pre-paid cards loaded with payments to ensure they spend the money on food rather than their self-destructive habits,1
iain duncan-smith has made his feelings about benefits claimants clear  poor families will be given pre-paid cards loaded with payments to ensure they spend the money on food rather than in self-destructive habits,1
iain duncan-smith has made his feelings about benefits claimants clear  poor families will be given pre-paid cards packed with payments to make sure they spend the money on food rather than their self-destructive habits,1
iain duncan-smith has made his feelings about benefits claimants clear  poor families are to be given pre-paid cards with payments to make sure they spend the money on food rather than their self-destructive habits,1
iain duncan-smith has made his feelings about benefits claimants clear  poor families will be given pre-paid cards loaded with payments to make sure they spend the money on food rather than their self-destructive habits,1
iain duncan-smith has made his feelings about benefits claimants clear  poor families are to be given pre-paid cards loaded with payments to make sure they spend the money on food rather than their self-destructive habits,1
in a press briefing on tuesday the philippines said it would extend a hand to war refugees as a signatory to the 1951 united nations convention relating to the status of,1
in a press briefing on tuesday foreign affairs spokesman charles jose said that the philippines as a signatory to the un convention relating to the status of refugees is committed to extend a hand to war refugees,1
the courage of these young women was remarkable to us,1
"This was a typical response to victims from poor families where alcohol abuse was prevalent , he said .",1
"This year TEAM HOPE shoeboxes from Ireland will go to street children , orphans , children in hospital , poor families , victims of war and other needy situations in Eastern Europe and former Soviet Union e.g. Romania , Kosovo , Albania and Africa e.g. Cameroon , Congo , Rwanda .",1
"The saddest thing , of course , is that she did end up desperately vulnerable on the streets of her city . By the 1970s , even as she wrote the last of the columns , she was suffering the ravages of a mental breakdown that saw her become paranoid and lost , even homeless for a time .",1
"Francis said it was not enough to say , "" Have courage , hang in there "" , to the hundreds of thousands of refugees who are on the march toward what he called "" life 's hope "" .",1
this christmas volunteers at the epuni baptist church will give klosen's bread to families in need,1
this christmas volunteers from epuni baptist church will donate klosen's bread to families in need,1
this christmas volunteers will give klosen's bread to families in need,1
this christmas volunteers at epuni baptist church will give klosen's bread to families in need,1
this christmas volunteers from the epuni baptist church will be giving klosen's bread to families in need,1
this christmas volunteers at epuni baptist church will give out klosen's bread to families in need,1
this christmas volunteers from epuni baptist church will be giving klosen' bread to families in need,1
this christmas volunteers will give away klosen's bread to families in need,1
this christmas volunteers will be giving klosen's bread to families in need,1
""" In the main it was a financial decision but at the same time , I 've always thought about supporting homeless people in the past , "" he said .",1
"King Wenceslas is probably standing on an elevated balcony of his residence when there arose a mild wind , which probably brought with it snowflakes . At a distance he was able to see a man in dire need . A peasant . A farmer or woodcutter , trying to gather some logs to take to his lackluster cottage , with the hope of cooking a meal . The benevolent King is deeply moved by this sight . He inquires of his young servant , and is told the man has come down from near the mountains . Today in a self righteous society , how many would even come out to their balcony , even in fine tropical weather ? How would they respond to the sight of such hopeless despair ?",1
pope francis has made the defense of the poor and needy a cornerstone of his papacy setting up shower stalls for the homeless near the vatican offering meals and even a vip-style visit to the sistine chapel,1
pope francis has made the defence of the poor and needy a cornerstone of his papacy setting up shower stalls for the homeless near the vatican offering meals and even a vip-style visit to the sistine chapel,1
kano disabled farmers switch from begging to bagging,1
in kano disabled farmers switch from begging to bagging,1
kano's disabled farmers move from begging to bagging,1
""" After seeing so many children orphaned and homeless , we decided to introduce this facility without having any donor , but later , we got a sponsor from Australia , who built a dormitory for the children , "" she said .",1
she said that the presence of disabled persons begging on the streets and the absence of ambulances to aid in the transfer of patients in need of critical help motivated her to donate the items,1
""" I am climbing all these summits to raise funds which will be directed towards educating at least 1-5 girls of my age . These girls should not necessarily be picked from poor families in India but rather anywhere across the world , "" she said .",1
"The tour of projects saw editors and the Governor trekking over several kilometres . It was a show of popularity as residents of the various communities and parts of the Port Harcourt metropolis visited trooped out to hail and catch a glimpse of the man they fondly called "" Our Governor "" . If democracy is about connecting with the people and lifting their status through development , Wike has etched his name on the boulders of history . He was welcomed everywhere as the man who connected the disconnected people through roads and bridges ; as the leader who comforted the broken-hearted , the pensioners , the artisans , the civil servants and much more as the man who gave hope to the hopeless hoi-polloi .",1
"The PCD act has the provision that a substitute decision-maker be named on your behalf if you have not previously formulated one . Do you want that decision to be put in the hands of a spouse , child or even parent , in the case of a disabled child , who may not see the value of a world of imperfection ? Someone who is estranged or who does not know your wishes ? Someone acting because they see you as a burden to them or society ?",1
i can only think of those poor families and the emotional turmoil they must have had to go through to lose their loved ones just as i did all those years ago,1
i can only think of these poor families and the range of emotions they must be going through just as i did all those years ago,1
i can only think of these poor families and the emotional pain they must be going through to lose their loved ones just like i did all those years ago,1
i can only think of these poor families and the range of emotions they must be going through to lose their loved ones just like i did years ago,1
i can only think of those poor families and the emotions they must be through to lose their loved ones just as i did all those years ago,1
i can only think about those poor families and the range of emotions they must have gone through to lose their loved ones just as i did all those years ago,1
i can only think about those poor families and the range of emotions they must be going through to lose their loved ones just like i did all those years ago,1
